,Organization,Organization_URL,Industries,Headquarters,Description,Year,Founded_Date,Website,Latitude,Longitude
464,Hydenmet,https://www.crunchbase.com/organization/hydenmet,Environmental Consulting,"Bangalore, Karnataka, India",Hydenmet has been building solutions that provide Environmental Intelligence.,2019,01/01/2019,https://hydenmet.in/,12.966180000000065,77.58690000000007
465,TRDR,https://www.crunchbase.com/organization/trdr-2e9c,"FinTech, Robotics, Trading Platform, Wealth Management","Bangalore City, Karnataka, India",TRDR is an automated robo-investing platform for retail investors.,2020,01/01/2020,https://trdr.in/,12.966180000000065,77.58690000000007
466,FinBox,https://www.crunchbase.com/organization/finbox,"Artificial Intelligence, Banking, Finance, Financial Services, FinTech","Bangalore, Karnataka, India",FinBox digitizes customer journeys for Banks and NBFCs & to help them underwrite NTC customers using alternative data from the smartphone.,2015,01/01/2015,https://www.finbox.in/,12.966180000000065,77.58690000000007
467,Dittoapp,https://www.crunchbase.com/organization/gomalon,"Beauty, Fitness, Health Care, Information Technology, Wellness","Bangalore, Karnataka, India",Dittoapp is India's one-stop-shop for everything wellness.,2015,15/02/2015,https://www.dittoapp.in/,12.941790000000026,77.61631000000006
468,Voosh Technologies,https://www.crunchbase.com/organization/voosh-technologies,"Food and Beverage, Restaurants","Bangalore, Karnataka, India",Voosh develops a decentralized kitchen partner model intended to bring quality and affordable food brands to customers.,2020,01/01/2020,http://www.voosh.in,12.95446000000004,77.70025000000004
469,Basil Systems,https://www.crunchbase.com/organization/basil-systems,"Internet of Things, Real Estate, Smart Home","Bangalore, Karnataka, India","Basil Systems is a company making smart switches that give users convenience, energy saving, and security.",2017,28/12/2017,http://www.basilsystems.com/,12.987250000000074,77.60943000000003
470,Wingman,https://www.crunchbase.com/organization/wingman-dfb7,"Sales, Software, Training","Bangalore, Karnataka, India",Wingman is a real-time sales coaching tool for sales representatives.,2018,01/01/2018,https://www.trywingman.com/,12.966180000000065,77.58690000000007
471,MoneyyApp,https://www.crunchbase.com/organization/moneyyapp,"Blockchain, Cryptocurrency, FinTech, Internet, Productivity Tools","Bangalore, Karnataka, India","Blockchain, Cryptocurrency, NFT, Fintech, Creator's Economy, Metaverse, DAO Tool, Decentralized Finance, Token",2021,10/09/2021,https://www.moneyyapp.com/,12.966180000000065,77.58690000000007
472,Oleic,https://www.crunchbase.com/organization/oleic,Artificial Intelligence,"Bangalore, Karnataka, India",Game based AI learning  platform.,2019,01/05/2019,https://www.oleic.co,12.966180000000065,77.58690000000007
473,HeyHolidays,https://www.crunchbase.com/organization/heyholidays,"Tourism, Travel","Bangalore, Karnataka, India","HeyHolidays, a global player in online vacation rentals.",2015,01/01/2015,http://www.heyholidays.com/,12.966180000000065,77.58690000000007
474,BuildTraders,https://www.crunchbase.com/organization/buildtraders,"Building Material, Construction, E-Commerce, Real Estate","Bangalore, Karnataka, India",BuildTraders provides selected building materials to builders and builder-owners.,2016,01/04/2016,http://www.buildtraders.com,12.866710000000069,74.85545000000008
475,Felis Creations,https://www.crunchbase.com/organization/felis-creations,Film Production,"Bangalore, Karnataka, India","Felis Creations is a Bangalore, Karnataka-based film production company.",2006,01/01/2006,http://www.felis.in/,12.981490000000065,77.61028000000005
476,IoTronix,https://www.crunchbase.com/organization/iotronix,"Internet of Things, Smart Building, Smart Home","Bangalore, Karnataka, India",IoTronix makes hotels smart and efficient using technology.,2017,23/03/2017,https://iotronix.co.in,12.966180000000065,77.58690000000007
477,myofficecab.in,https://www.crunchbase.com/organization/myofficecab-in,"Information Technology, Oil and Gas, Transportation","Bangalore, Karnataka, India",myofficecab.in is an eco-transportation company that provides end-to-end employee transportation solutions to corporates.,2015,01/05/2015,http://myofficecab.in/,12.938590000000033,77.69510000000008
478,Servitor,https://www.crunchbase.com/organization/servitor,"E-Commerce, Food and Beverage, Information Technology, Software","Bangalore, Karnataka, India","1024x brings its product Servitor to market. It caters to the food and beverage, hospitality industries.",2019,01/03/2019,http://servitor.in,12.966180000000065,77.58690000000007
479,BuyForexOnline,https://www.crunchbase.com/organization/buyforexonline,"E-Commerce, Financial Services, Travel","Bangalore, Karnataka, India",BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,2012,01/01/2012,http://buyforexonline.com,12.966180000000065,77.58690000000007
480,Homergize,https://www.crunchbase.com/organization/homergize,"Building Material, Construction, Product Design","Bangalore, Karnataka, India","Homergize is a one-stop shop for Design, Decoration & Renovation",2015,01/01/2015,https://www.homergize.com/,12.966180000000065,77.58690000000007
481,Kommunicate,https://www.crunchbase.com/organization/kommunicate,"Artificial Intelligence, Customer Service, Messaging, SaaS, Small and Medium Businesses, Software","Bangalore, Karnataka, India",Human + Bot Hybrid Customer Support Platform,2020,22/10/2020,https://www.kommunicate.io/,12.966180000000065,77.58690000000007
482,Retigence Software,https://www.crunchbase.com/organization/retigence-software,"Analytics, Information Technology, Predictive Analytics, Software","Bangalore, Karnataka, India",Retigence Software offers SAP HANA solution that optimizes supply chain inventory with real-time actionable insights.,2010,23/02/2010,http://www.retigence.com,12.955700000000036,77.71916000000004
483,Kamal Kisan,https://www.crunchbase.com/organization/kamal-kisan,"Agriculture, Farming","Bangalore, Karnataka, India",Kamal Kisan is an agricultural company providing simple and cost-effective solutions to small farmers.,2013,01/01/2013,http://kamalkisan.com/,12.966180000000065,77.58690000000007
484,FinMitra,https://www.crunchbase.com/organization/finmitra,"Advice, Corporate Training, Financial Services","Bangalore, Karnataka, India",Good quality affordable financial advice and services have remained inaccessible to the middle & upper-middle class Indians.,2015,01/01/2015,https://www.finmitra.com,12.966180000000065,77.58690000000007
485,Game Theory,https://www.crunchbase.com/organization/game-theory-3df5,"Fitness, Gamification, Recreation, Sports","Bangalore, Karnataka, India",Game Theory is a sports and tech startup that facilitates video-gaming like sporting experiences.,2018,01/01/2018,https://www.gametheory.in/,13.02717000000007,77.57821000000007
486,DoCircuits,https://www.crunchbase.com/organization/docircuits,"Electronics, Software","Bangalore, Karnataka, India",DoCircuits is a cloud-based online circuit simulation tool that can be used to create and simulate lab experiments online.,2011,01/01/2011,http://www.DoCircuits.com,12.966180000000065,77.58690000000007
487,FlexiMC Solutions Pvt. Ltd.,https://www.crunchbase.com/organization/fleximc-solutions-pvt--ltd-,"Analytics, Asset Management, Internet of Things, SaaS, Solar","Bangalore, Karnataka, India","A Mobile & Cloud Platform to Operate, Manage & Optimise Energy assets",2014,29/01/2014,http://www.FlexiMC.com,12.966180000000065,77.58690000000007
488,Saarthi.ai,https://www.crunchbase.com/organization/saarthi-b219,"Analytics, Artificial Intelligence, Developer APIs, Information Technology, Internet, Machine Learning, SaaS, Social Impact, Software, Virtual Assistant","Bangalore, Karnataka, India",Omnichannel multilingual customer experience platform with pre-trained contact center ai agents for various enterprise business processes.,2017,01/02/2017,http://saarthi.ai,12.996830000000045,77.58083000000005
489,Retail Pulse,https://www.crunchbase.com/organization/retail-pulse,"Artificial Intelligence, Computer Vision, E-Commerce, Retail Technology, Software","Bangalore, Karnataka, India",AI powered computer vision connecting businesses to millions of mom & pop stores.,2020,01/03/2020,https://retailpulse.ai/,12.905210000000068,77.55777000000006
490,Stay Simple Resorts,https://www.crunchbase.com/organization/stay-simple-resorts,"Hospitality, Leisure, Tourism, Travel","Bangalore, Karnataka, India","Stay Simple is India's first ""value for money"" chain of leisure resorts.",2009,01/01/2009,http://www.staysimple.in/,12.427520000000072,76.57979000000006
491,The State Plate,https://www.crunchbase.com/organization/the-state-plate,,"Bangalore, Karnataka, India","A platform that offers snacks, sweets & bakery, staples & spices, chutneys & pickles, drinks and many more from states all around India!",2021,25/03/2021,http://thestateplate.com/,12.966180000000065,77.58690000000007
492,RuralShores,https://www.crunchbase.com/organization/ruralshores,Outsourcing,"Bangalore, Karnataka, India","A Countryside, Nationwide Social Initiative focusing on providing Employability Solutions and Employment Opportunities for rural youth",2008,01/01/2008,http://www.ruralshores.com,12.966180000000065,77.58690000000007
493,Ovumhospitals,https://www.crunchbase.com/organization/ovumhospitals,"Child Care, Health Care, Hospital","Bangalore, Karnataka, India","OVUM Hospitals is the best hospital for Pregnancy and provides services in Pediatrics, Obstetrics, Neonatology, and Gynaecology",2014,18/01/2014,http://ovumhospitals.com/,13.070380000000057,77.62265000000008
494,Enhancio,https://www.crunchbase.com/organization/enhancio,"B2B, Information Technology, Software","Bangalore, Karnataka, India",Enhancio is an enhancement platform that eliminates today’s demand generation roadblocks.,2019,01/01/2019,http://www.enhancio.com/,12.913140000000055,77.63238000000007
495,Rentomo,https://www.crunchbase.com/organization/rentomo,"Fitness, Rental, Shopping, Software","Bangalore, Karnataka, India",Peer to peer sharing among trusted network,2015,19/07/2015,http://www.rentomo.com,12.966180000000065,77.58690000000007
496,CostPrize,https://www.crunchbase.com/organization/costprize,"E-Commerce, Fashion, Machine Learning, Online Portals, SaaS, Software","Bangalore, Karnataka, India",Costprize offers technology for turnkey launch of enterprise and marketplace commerce platforms.,2011,27/12/2011,http://www.costprize.com,12.966180000000065,77.58690000000007
497,Tsepak Technologies,https://www.crunchbase.com/organization/tsepak-technologies,E-Commerce Platforms,"Bangalore, Karnataka, India","Tsepak Technologies Pvt. Ltd. develops Goodbox, the platform that gives an App presence for all businesses.",2012,01/01/2012,http://tsepak.com/,12.95446000000004,77.70025000000004
498,ReadOn,https://www.crunchbase.com/organization/readon,"Digital Media, Finance","Bangalore, Karnataka, India","Digital media company covering business, finance, startups and cryptos",2021,09/07/2021,https://readon.in,12.966180000000065,77.58690000000007
499,RoomCentral,https://www.crunchbase.com/organization/roomcentral-2,"Information Services, Information Technology, Software, Ticketing","Bangalore, Karnataka, India",RoomCentral is a Bangalore-based real-time hotel booking startup,2010,01/01/2010,http://www.roomcentral.com/,12.993980000000022,77.69628000000006
500,Athena Wisdom,https://www.crunchbase.com/organization/athena-wisdom,"Artificial Intelligence, Human Computer Interaction, Software","Bangalore, Karnataka, India","Athena Wisdom understands, predicts, and influences the dynamics of human behavior.",2013,01/01/2013,http://athenawisdom.com/,12.83498000000003,77.69466000000006
501,Inquirly,https://www.crunchbase.com/organization/inquirly,"Advertising, Email Marketing, Marketing, SaaS, Social Media Management, Software","Bangalore, Karnataka, India",Inquirly develops a tool that enables brands to interact and engage with their consumers in real time on multiple channels.,2013,01/07/2013,http://www.inquirly.com,12.966180000000065,77.58690000000007
502,Grabnpay eCommerce Private Limited,https://www.crunchbase.com/organization/grabnpay-ecommerce-private-limited,"E-Commerce, Internet, Marketplace, Real Estate","Bangalore, Karnataka, India","GrabnPay is an e-commerce company providing marketplace for the fashion retail, electronics, household accessories, etc items selling online",2016,15/06/2016,http://www.grabnpay.in/,12.966180000000065,77.58690000000007
503,Alippo,https://www.crunchbase.com/organization/alippo,"Apps, E-Learning, Education, Internet, Mobile","Bangalore, Karnataka, India",Alippo is a LIVE upskilling platform for women to learn and setup their home businesses.,2021,23/09/2021,https://www.alippo.com/,12.966180000000065,77.58690000000007
504,Learnhive,https://www.crunchbase.com/organization/learnhive,"EdTech, Education, Information Technology, Software","Bangalore, Karnataka, India","Learnhive is a provider of technology-based learning solutions for K12 students, parents, and tutors.",2010,08/12/2010,http://learnhive.net,12.966180000000065,77.58690000000007
